0, 0.007000, 13.679930, 0.000000
10, 0.006650, 13.653688, 0.000000
20, 0.006300, 13.680511, 0.000000
30, 0.005950, 13.639154, 0.000000
40, 0.005600, 13.644994, 0.000000
50, 0.005250, 13.641394, 0.000000
60, 0.004900, 13.643341, 0.000000
70, 0.004550, 13.662466, 0.000000
80, 0.004200, 13.634241, 0.000000
90, 0.003850, 13.627232, 0.000000
